,Experiment_ID,Genome,tissue
33914,SRX2636091,hg19,vagina
33923,SRX2636100,hg19,liver
33938,SRX2636115,hg19,esophagus squamous epithelium
33965,SRX2636142,hg19,body of pancreas
33966,SRX2636143,hg19,body of pancreas
33991,SRX2636168,hg19,liver
34010,SRX2636187,hg19,thyroid gland
34011,SRX2636188,hg19,thyroid gland
34016,SRX2636193,hg19,body of pancreas
34017,SRX2636194,hg19,body of pancreas
34029,SRX2636206,hg19,gastrocnemius medialis
34030,SRX2636207,hg19,gastrocnemius medialis
34055,SRX2636234,hg19,liver
34056,SRX2636235,hg19,liver
34057,SRX2636236,hg19,gastrocnemius medialis
34058,SRX2636237,hg19,gastrocnemius medialis
34065,SRX2636244,hg19,thyroid gland
34066,SRX2636245,hg19,thyroid gland
34067,SRX2636246,hg19,vagina
34068,SRX2636247,hg19,vagina
34092,SRX2636271,hg19,body of pancreas
34093,SRX2636272,hg19,body of pancreas
34122,SRX2636301,hg19,liver
34123,SRX2636302,hg19,adrenal gland
34128,SRX2636307,hg19,thyroid gland
34141,SRX2636320,hg19,gastrocnemius medialis
34144,SRX2636323,hg19,gastrocnemius medialis
34145,SRX2636324,hg19,gastrocnemius medialis
34146,SRX2636325,hg19,gastrocnemius medialis
34147,SRX2636326,hg19,gastrocnemius medialis
34148,SRX2636327,hg19,gastrocnemius medialis
34149,SRX2636328,hg19,gastrocnemius medialis
34173,SRX2636352,hg19,liver
34174,SRX2636353,hg19,liver
34186,SRX2636366,hg19,body of pancreas
34187,SRX2636367,hg19,body of pancreas
34205,SRX2636385,hg19,liver
34220,SRX2636400,hg19,adrenal gland
34221,SRX2636401,hg19,adrenal gland
34237,SRX2636417,hg19,gastroesophageal sphincter
34238,SRX2636418,hg19,gastroesophageal sphincter
34266,SRX2636446,hg19,body of pancreas
34267,SRX2636447,hg19,body of pancreas
34279,SRX2636459,hg19,gastrocnemius medialis
34280,SRX2636460,hg19,gastrocnemius medialis
34286,SRX2636466,hg19,liver
34294,SRX2636474,hg19,thyroid gland
34295,SRX2636475,hg19,thyroid gland
34298,SRX2636478,hg19,body of pancreas
34301,SRX2636481,hg19,thoracic aorta
34302,SRX2636482,hg19,thoracic aorta
34303,SRX2636483,hg19,thoracic aorta
34304,SRX2636484,hg19,thoracic aorta
34308,SRX2636488,hg19,liver
34309,SRX2636489,hg19,liver
34322,SRX2636502,hg19,thoracic aorta
34323,SRX2636503,hg19,thoracic aorta
34324,SRX2636504,hg19,thoracic aorta
34325,SRX2636505,hg19,thoracic aorta
34331,SRX2636511,hg19,liver
34332,SRX2636512,hg19,gastrocnemius medialis
34333,SRX2636513,hg19,gastrocnemius medialis
34334,SRX2636514,hg19,gastrocnemius medialis
34335,SRX2636515,hg19,gastrocnemius medialis
34343,SRX2636523,hg19,gastrocnemius medialis
34344,SRX2636524,hg19,gastrocnemius medialis
34375,SRX2636555,hg19,adrenal gland
34378,SRX2636558,hg19,right lobe of liver
34379,SRX2636559,hg19,right lobe of liver
34380,SRX2636560,hg19,thoracic aorta
34381,SRX2636561,hg19,thoracic aorta
34390,SRX2636570,hg19,thoracic aorta
34391,SRX2636571,hg19,thoracic aorta
34403,SRX2636583,hg19,thyroid gland
34404,SRX2636584,hg19,thyroid gland
34405,SRX2636585,hg19,thyroid gland
34407,SRX2636587,hg19,liver
34408,SRX2636588,hg19,liver
34413,SRX2636593,hg19,gastrocnemius medialis
34414,SRX2636594,hg19,gastrocnemius medialis
34421,SRX2636601,hg19,liver
34422,SRX2636602,hg19,liver
34427,SRX2638275,hg19,blood
34428,SRX2638276,hg19,blood
34429,SRX2638277,hg19,blood
34430,SRX2638278,hg19,blood
34431,SRX2638279,hg19,blood
34432,SRX2638280,hg19,blood
34433,SRX2638281,hg19,blood
34434,SRX2638282,hg19,blood
34435,SRX2638283,hg19,blood
34436,SRX2638284,hg19,blood
34437,SRX2638285,hg19,blood
34438,SRX2638286,hg19,blood
34439,SRX2638287,hg19,blood
34440,SRX2638288,hg19,blood
34517,SRX2642967,hg19,normal breast
34518,SRX2642968,hg19,normal breast
34663,SRX2661478,hg19,healthy neonates
34664,SRX2661479,hg19,healthy neonates
34665,SRX2661480,hg19,healthy neonates
34666,SRX2661481,hg19,healthy neonates
34667,SRX2661482,hg19,healthy neonates
34668,SRX2661483,hg19,healthy neonates
34679,SRX2666879,hg19,skin
34680,SRX2666880,hg19,skin
34681,SRX2666881,hg19,skin
34682,SRX2666882,hg19,skin
34683,SRX2666883,hg19,skin
34684,SRX2666884,hg19,skin
34685,SRX2666885,hg19,skin
34686,SRX2666886,hg19,skin
34687,SRX2666887,hg19,fibroblast
34688,SRX2666888,hg19,fibroblast
34689,SRX2666889,hg19,fibroblast
34690,SRX2666890,hg19,fibroblast
34691,SRX2666891,hg19,skin
34692,SRX2666892,hg19,skin
34693,SRX2666893,hg19,skin
34694,SRX2666894,hg19,skin
34695,SRX266855,hg19,hues64 derived day 5 endoderm
34696,SRX266856,hg19,hues64 derived day 5 endoderm
34889,SRX2700460,hg19,peripheral blood
34890,SRX2700461,hg19,peripheral blood
34891,SRX2700462,hg19,peripheral blood
34892,SRX2704962,hg19,kidney
34893,SRX2704963,hg19,kidney
34894,SRX2704964,hg19,epithelial cells immortalized with htert
34895,SRX2704965,hg19,epithelial cells immortalized with htert
34896,SRX2704966,hg19,epithelial cells immortalized with htert
34903,SRX2705411,hg19,not applicable
34904,SRX2705412,hg19,not applicable
34905,SRX2705413,hg19,not applicable
34906,SRX2705414,hg19,not applicable
34907,SRX2705415,hg19,not applicable
34908,SRX2705416,hg19,not applicable
34909,SRX2705417,hg19,not applicable
34910,SRX2705418,hg19,not applicable
34911,SRX2705419,hg19,not applicable
34912,SRX2705420,hg19,not applicable
34913,SRX2705421,hg19,not applicable
34914,SRX2705422,hg19,not applicable
34915,SRX2705423,hg19,not applicable
34916,SRX2705424,hg19,not applicable
34917,SRX2705425,hg19,not applicable
34918,SRX2705426,hg19,not applicable
34919,SRX2705427,hg19,not applicable
34920,SRX2705428,hg19,not applicable
34921,SRX2705429,hg19,not applicable
34922,SRX2705430,hg19,not applicable
34923,SRX2705431,hg19,not applicable
34924,SRX2705432,hg19,not applicable
34925,SRX2705433,hg19,not applicable
34926,SRX2705434,hg19,not applicable
34927,SRX2705435,hg19,not applicable
34928,SRX2705436,hg19,not applicable
34929,SRX2705437,hg19,not applicable
34930,SRX2705438,hg19,not applicable
34931,SRX2705439,hg19,not applicable
34932,SRX2705440,hg19,not applicable
34933,SRX2705441,hg19,not applicable
34934,SRX2705442,hg19,not applicable
34935,SRX2705443,hg19,not applicable
34936,SRX2705444,hg19,not applicable
34937,SRX2705445,hg19,not applicable
34938,SRX2705446,hg19,not applicable
34939,SRX2705447,hg19,not applicable
34940,SRX2705448,hg19,not applicable
34941,SRX2705449,hg19,not applicable
34942,SRX2705450,hg19,not applicable
34943,SRX2705451,hg19,not applicable
34944,SRX2705452,hg19,not applicable
34945,SRX2705453,hg19,not applicable
34946,SRX2705454,hg19,not applicable
34947,SRX2705455,hg19,not applicable
34948,SRX2705456,hg19,not applicable
34949,SRX2705457,hg19,not applicable
34950,SRX2705458,hg19,not applicable
34951,SRX2705459,hg19,not applicable
34952,SRX2705460,hg19,not applicable
34953,SRX2705461,hg19,not applicable
34954,SRX2705462,hg19,not applicable
34955,SRX2705463,hg19,not applicable
34956,SRX2705464,hg19,not applicable
34957,SRX2705465,hg19,not applicable
34958,SRX2705466,hg19,not applicable
34959,SRX2705467,hg19,not applicable
34960,SRX2705468,hg19,not applicable
34961,SRX2705469,hg19,not applicable
34962,SRX2705470,hg19,not applicable
34963,SRX2705471,hg19,not applicable
34964,SRX2705472,hg19,not applicable
34965,SRX2705473,hg19,not applicable
34966,SRX2705474,hg19,not applicable
34967,SRX2705475,hg19,not applicable
34968,SRX2705476,hg19,not applicable
34969,SRX2705477,hg19,not applicable
34970,SRX2705478,hg19,not applicable
34971,SRX2705479,hg19,not applicable
34972,SRX2705480,hg19,not applicable
34973,SRX2705481,hg19,not applicable
34974,SRX2705482,hg19,not applicable
34975,SRX2705483,hg19,not applicable
34976,SRX2705484,hg19,not applicable
34977,SRX2705485,hg19,not applicable
34978,SRX2705486,hg19,not applicable
34979,SRX2705487,hg19,not applicable
34980,SRX2705488,hg19,not applicable
34981,SRX2705489,hg19,not applicable
34982,SRX2705490,hg19,not applicable
34983,SRX2705491,hg19,not applicable
34984,SRX2705492,hg19,not applicable
34985,SRX2705493,hg19,not applicable
34986,SRX2705494,hg19,not applicable
35044,SRX2713346,hg19,blood
35045,SRX2713347,hg19,blood
35046,SRX2713348,hg19,blood
35047,SRX2713349,hg19,blood
35048,SRX2713350,hg19,blood
35049,SRX2713351,hg19,blood
35050,SRX2713352,hg19,blood
35051,SRX2713353,hg19,blood
35052,SRX2713354,hg19,blood
35053,SRX2713355,hg19,blood
35054,SRX2713356,hg19,blood
35055,SRX2713357,hg19,blood
35056,SRX2713358,hg19,blood
35057,SRX2713359,hg19,blood
35058,SRX2713360,hg19,blood
35059,SRX2713361,hg19,blood
35060,SRX2713362,hg19,blood
35061,SRX2713363,hg19,blood
35062,SRX2713364,hg19,blood
35063,SRX2713365,hg19,blood
35064,SRX2713366,hg19,blood
35065,SRX2713367,hg19,blood
35066,SRX2713368,hg19,blood
35067,SRX2713369,hg19,blood
35068,SRX2713370,hg19,blood
35069,SRX2713371,hg19,blood
35070,SRX2713372,hg19,blood
35071,SRX2713373,hg19,blood
35072,SRX2713374,hg19,blood
35073,SRX2713375,hg19,blood
35074,SRX2713376,hg19,blood
35075,SRX2713377,hg19,blood
35076,SRX2713378,hg19,blood
35077,SRX2713379,hg19,blood
35078,SRX2713380,hg19,blood
35079,SRX2713381,hg19,blood
35080,SRX2713382,hg19,blood
35081,SRX2713383,hg19,blood
35082,SRX2713384,hg19,blood
35083,SRX2713385,hg19,blood
35084,SRX2713386,hg19,blood
35085,SRX2713387,hg19,blood
35086,SRX2713388,hg19,blood
35087,SRX2713389,hg19,blood
35088,SRX2713390,hg19,blood
35089,SRX2713391,hg19,blood
35090,SRX2713392,hg19,blood
35091,SRX2713393,hg19,blood
35092,SRX2713394,hg19,blood
35093,SRX2713395,hg19,blood
35094,SRX2713396,hg19,blood
35095,SRX2713397,hg19,blood
35096,SRX2713398,hg19,blood
35097,SRX2713399,hg19,blood
35098,SRX2713400,hg19,blood
35099,SRX2713401,hg19,blood
35100,SRX2713402,hg19,blood
35101,SRX2713403,hg19,blood
35102,SRX2713404,hg19,blood
35103,SRX2713405,hg19,blood
35104,SRX2713406,hg19,blood
35105,SRX2713407,hg19,blood
35106,SRX2713408,hg19,blood
35107,SRX2713409,hg19,blood
35108,SRX2713410,hg19,blood
35109,SRX2713411,hg19,blood
35110,SRX2713412,hg19,blood
35111,SRX2713413,hg19,blood
35112,SRX2713414,hg19,blood
35113,SRX2713415,hg19,blood
35114,SRX2713416,hg19,blood
35115,SRX2713417,hg19,blood
35116,SRX2713418,hg19,blood
35117,SRX2713419,hg19,blood
35118,SRX2713420,hg19,blood
35119,SRX2713421,hg19,blood
35120,SRX2713422,hg19,blood
35121,SRX2713423,hg19,blood
35122,SRX2713424,hg19,blood
35123,SRX2713425,hg19,blood
35124,SRX2713426,hg19,blood
35125,SRX2713427,hg19,blood
35126,SRX2713428,hg19,blood
35127,SRX2713429,hg19,blood
35128,SRX2713430,hg19,blood
35129,SRX2713431,hg19,blood
35130,SRX2713432,hg19,blood
35131,SRX2713433,hg19,blood
35132,SRX2713434,hg19,blood
35133,SRX2713435,hg19,blood
35134,SRX2713436,hg19,blood
35135,SRX2713437,hg19,blood
35136,SRX2713438,hg19,blood
35137,SRX2713439,hg19,blood
35138,SRX2713440,hg19,blood
35139,SRX2713441,hg19,blood
35140,SRX2713442,hg19,blood
35141,SRX2713443,hg19,blood
35142,SRX2713444,hg19,blood
35143,SRX2713445,hg19,blood
35144,SRX2713446,hg19,blood
35145,SRX2713447,hg19,blood
35146,SRX2713448,hg19,blood
35147,SRX2713449,hg19,blood
35148,SRX2713450,hg19,blood
35149,SRX2713451,hg19,blood
35150,SRX2713452,hg19,blood
35151,SRX2713453,hg19,blood
35152,SRX2713454,hg19,blood
35153,SRX2713455,hg19,blood
35154,SRX2713456,hg19,blood
35155,SRX2713457,hg19,blood
35156,SRX2713458,hg19,blood
35157,SRX2713459,hg19,blood
35158,SRX2713460,hg19,blood
35159,SRX2713461,hg19,blood
35160,SRX2713462,hg19,blood
35161,SRX2713463,hg19,blood
35162,SRX2713464,hg19,blood
35163,SRX2713465,hg19,blood
35164,SRX2713466,hg19,blood
35165,SRX2713467,hg19,blood
35166,SRX2713468,hg19,blood
35167,SRX2713469,hg19,blood
35168,SRX2713470,hg19,blood
35169,SRX2713471,hg19,blood
35170,SRX2713472,hg19,blood
35171,SRX2713473,hg19,blood
35172,SRX2713474,hg19,blood
35173,SRX2713475,hg19,blood
35174,SRX2713476,hg19,blood
35175,SRX2713477,hg19,blood
35176,SRX2713478,hg19,blood
35177,SRX2713479,hg19,blood
35178,SRX2713480,hg19,blood
35179,SRX2713481,hg19,blood
35180,SRX2713482,hg19,blood
35181,SRX2713483,hg19,blood
35182,SRX2713484,hg19,blood
35183,SRX2713485,hg19,blood
35184,SRX2713486,hg19,blood
35185,SRX2713487,hg19,blood
35277,SRX2731735,hg19,neonatal foreskin
35278,SRX2731736,hg19,neonatal foreskin
35279,SRX2731737,hg19,neonatal foreskin
35348,SRX2732446,hg19,brain
35349,SRX2732447,hg19,brain
35350,SRX2732448,hg19,brain
35351,SRX2732449,hg19,brain
35352,SRX2732450,hg19,brain
35353,SRX2732451,hg19,brain
35354,SRX2732452,hg19,brain
35355,SRX2732453,hg19,brain
35356,SRX2732454,hg19,brain
35357,SRX2732455,hg19,brain
35358,SRX2732456,hg19,brain
35359,SRX2732457,hg19,brain
35360,SRX2732458,hg19,brain
35361,SRX2732459,hg19,brain
35362,SRX2732460,hg19,brain
35505,SRX2733638,hg19,immortalized human erythroid progenitor cell line
35506,SRX2733639,hg19,immortalized human erythroid progenitor cell line
35507,SRX2733640,hg19,immortalized human erythroid progenitor cell line
35508,SRX2733641,hg19,immortalized human erythroid progenitor cell line
35509,SRX2733642,hg19,immortalized human erythroid progenitor cell line
35510,SRX2733643,hg19,immortalized human erythroid progenitor cell line
35511,SRX2733644,hg19,immortalized human erythroid progenitor cell line
35512,SRX2733645,hg19,immortalized human erythroid progenitor cell line
35513,SRX2733646,hg19,immortalized human erythroid progenitor cell line
35514,SRX2733647,hg19,immortalized human erythroid progenitor cell line
35515,SRX2733648,hg19,immortalized human erythroid progenitor cell line
35516,SRX2733649,hg19,immortalized human erythroid progenitor cell line
35517,SRX2733650,hg19,immortalized human erythroid progenitor cell line
35518,SRX2733651,hg19,immortalized human erythroid progenitor cell line
35519,SRX2733652,hg19,immortalized human erythroid progenitor cell line
35520,SRX2733653,hg19,immortalized human erythroid progenitor cell line
35554,SRX2737718,hg19,prostate
35555,SRX2737719,hg19,prostate
35556,SRX2737720,hg19,prostate
35657,SRX2752491,hg19,prostate
35658,SRX2752492,hg19,prostate
35659,SRX2752493,hg19,prostate
35660,SRX2752494,hg19,prostate
35661,SRX2752495,hg19,prostate
35662,SRX2752496,hg19,prostate
35663,SRX2752497,hg19,prostate
35664,SRX2752498,hg19,prostate
35736,SRX2770844,hg19,peripheral blood
35737,SRX2770845,hg19,peripheral blood
35738,SRX2770846,hg19,peripheral blood
35739,SRX2770847,hg19,peripheral blood
35740,SRX2770848,hg19,peripheral blood
35741,SRX2770849,hg19,peripheral blood
35742,SRX2770850,hg19,peripheral blood
35743,SRX2770851,hg19,peripheral blood
35744,SRX2770852,hg19,peripheral blood
35745,SRX2770853,hg19,peripheral blood
35746,SRX2770854,hg19,peripheral blood
35747,SRX2770855,hg19,peripheral blood
35748,SRX2770856,hg19,peripheral blood
35749,SRX2770857,hg19,peripheral blood
35750,SRX2770858,hg19,peripheral blood
35751,SRX2770859,hg19,peripheral blood
35752,SRX2770860,hg19,peripheral blood
35884,SRX2783838,hg19,breast
35885,SRX2783839,hg19,breast
35886,SRX2783840,hg19,breast
35887,SRX2783841,hg19,breast
35888,SRX2783842,hg19,breast
35889,SRX2783843,hg19,breast
35890,SRX2783844,hg19,breast
35891,SRX2783845,hg19,breast
35892,SRX2783846,hg19,breast
35893,SRX2784130,hg19,uterine leiomyosarcoma
35894,SRX2784131,hg19,uterine leiomyosarcoma
35895,SRX2784132,hg19,uterine leiomyosarcoma
35896,SRX2784133,hg19,uterine leiomyosarcoma
35914,SRX2793568,hg19,prostate
35915,SRX2793569,hg19,prostate
35916,SRX2793570,hg19,prostate
35917,SRX2793571,hg19,prostate
35918,SRX2793572,hg19,prostate
35919,SRX2793573,hg19,prostate
35920,SRX2793574,hg19,prostate
35921,SRX2793575,hg19,prostate
35922,SRX2793576,hg19,prostate
35923,SRX2793577,hg19,prostate
35926,SRX2793818,hg19,skin
35962,SRX2805648,hg19,liver
35963,SRX2805649,hg19,liver
35964,SRX2805650,hg19,liver
35965,SRX2805651,hg19,liver
35966,SRX2805652,hg19,liver
35967,SRX2805653,hg19,liver
35970,SRX2821736,hg19,blood
35971,SRX2821737,hg19,blood
35972,SRX2821738,hg19,blood
35973,SRX2821739,hg19,blood
35974,SRX2821740,hg19,blood
35975,SRX2821741,hg19,blood
35976,SRX2826903,hg19,lung
35977,SRX2826904,hg19,lung
35978,SRX2826905,hg19,lung
35981,SRX2830425,hg19,liver
35982,SRX2830426,hg19,liver
35983,SRX2830427,hg19,liver
35984,SRX2830428,hg19,liver
35985,SRX2830429,hg19,liver
35986,SRX2830430,hg19,liver
36130,SRX2845074,hg19,malignant rhabdoid tumor
36131,SRX2845075,hg19,malignant rhabdoid tumor
36132,SRX2845076,hg19,malignant rhabdoid tumor
36133,SRX2845077,hg19,malignant rhabdoid tumor
36134,SRX2845078,hg19,malignant rhabdoid tumor
36365,SRX2873883,hg19,liver
36366,SRX2873884,hg19,liver
36367,SRX2873885,hg19,liver
36368,SRX2873886,hg19,liver
36369,SRX2873887,hg19,liver
36370,SRX2873888,hg19,liver
36371,SRX2873889,hg19,liver
36372,SRX2873890,hg19,liver
36566,SRX2900605,hg19,cord blood
36567,SRX2900606,hg19,cord blood
36568,SRX2900607,hg19,cord blood
36569,SRX2900608,hg19,cord blood
36690,SRX2912085,hg19,human primary effusion lymphoma
36691,SRX2912086,hg19,human primary effusion lymphoma
36717,SRX2922225,hg19,breast cancer cell line
36718,SRX2922226,hg19,breast cancer cell line
36719,SRX2922227,hg19,breast cancer cell line
36720,SRX2922228,hg19,breast cancer cell line
36721,SRX2922229,hg19,breast cancer cell line
36722,SRX2922230,hg19,breast cancer cell line
36723,SRX2922231,hg19,breast cancer cell line
36724,SRX2922232,hg19,breast cancer cell line
36725,SRX2922233,hg19,breast cancer cell line
36726,SRX2922234,hg19,breast cancer cell line
36727,SRX2922235,hg19,breast cancer cell line
36728,SRX2922236,hg19,breast cancer cell line
36894,SRX2941118,hg19,breast cancer cell line
36895,SRX2941119,hg19,breast cancer cell line
36896,SRX2941120,hg19,breast cancer cell line
36897,SRX2941121,hg19,breast cancer cell line
36898,SRX2941122,hg19,breast cancer cell line
36899,SRX2941123,hg19,breast cancer cell line
36904,SRX2943130,hg19,breast
36905,SRX2943131,hg19,breast
36906,SRX2943132,hg19,breast
36907,SRX2943134,hg19,breast
36908,SRX2943135,hg19,breast
36909,SRX2943137,hg19,breast
36910,SRX2943138,hg19,breast
36911,SRX2943140,hg19,breast
36912,SRX2943141,hg19,breast
36913,SRX2943142,hg19,breast
36914,SRX2943143,hg19,breast
36915,SRX2943144,hg19,breast
36916,SRX2943145,hg19,breast
36917,SRX2943146,hg19,breast
36959,SRX2945058,hg19,glioblastoma
36960,SRX2945059,hg19,glioblastoma
36970,SRX2947647,hg19,peripheral blood
36971,SRX2947648,hg19,peripheral blood
36972,SRX2947649,hg19,peripheral blood
36973,SRX2947650,hg19,peripheral blood
36974,SRX2947651,hg19,peripheral blood
36975,SRX2947652,hg19,peripheral blood
36976,SRX2947653,hg19,peripheral blood
36977,SRX2947654,hg19,peripheral blood
36978,SRX2947655,hg19,peripheral blood
36979,SRX2947656,hg19,peripheral blood
36980,SRX2947657,hg19,peripheral blood
36981,SRX2947658,hg19,peripheral blood
36982,SRX2947659,hg19,peripheral blood
36983,SRX2947660,hg19,peripheral blood
36984,SRX2947661,hg19,peripheral blood
36985,SRX2947662,hg19,peripheral blood
36986,SRX2947663,hg19,peripheral blood
36987,SRX2947664,hg19,peripheral blood
36988,SRX2947665,hg19,peripheral blood
36989,SRX2947666,hg19,peripheral blood
36990,SRX2947667,hg19,peripheral blood
36991,SRX2947668,hg19,peripheral blood
36992,SRX2947669,hg19,peripheral blood
36993,SRX2947670,hg19,peripheral blood
36994,SRX2947671,hg19,peripheral blood
36995,SRX2947672,hg19,peripheral blood
36996,SRX2947673,hg19,peripheral blood
36997,SRX2947674,hg19,peripheral blood
36998,SRX2947675,hg19,peripheral blood
36999,SRX2947676,hg19,peripheral blood
37000,SRX2947677,hg19,peripheral blood
37001,SRX2947678,hg19,peripheral blood
37002,SRX2947679,hg19,peripheral blood
37003,SRX2947680,hg19,peripheral blood
37004,SRX2947681,hg19,peripheral blood
37005,SRX2947682,hg19,peripheral blood
37082,SRX2963102,hg19,blood
37083,SRX2963103,hg19,blood
37084,SRX2963104,hg19,blood
37098,SRX2975095,hg19,leukemia cell line
37099,SRX2975096,hg19,leukemia cell line
37100,SRX2975115,hg19,leukemia cell line
37101,SRX2975116,hg19,leukemia cell line
37102,SRX2975117,hg19,leukemia cell line
37103,SRX2975118,hg19,leukemia cell line
37104,SRX2975119,hg19,leukemia cell line
37105,SRX2975120,hg19,leukemia cell line
37106,SRX2975121,hg19,leukemia cell line
37107,SRX2975122,hg19,leukemia cell line
37142,SRX2995512,hg19,primary glioblastoma tissue
37143,SRX2995513,hg19,primary glioblastoma tissue
37144,SRX2995514,hg19,primary glioblastoma tissue
37145,SRX2995515,hg19,primary glioblastoma tissue
37146,SRX2995516,hg19,primary glioblastoma tissue
37151,SRX2999832,hg19,primary th17 lymphocytes
37152,SRX2999833,hg19,primary th17 lymphocytes
37153,SRX2999834,hg19,primary th17 lymphocytes
37154,SRX2999835,hg19,primary th17 lymphocytes
37155,SRX2999836,hg19,primary th17 lymphocytes
