,Experiment_ID,Genome,cell line
28922,SRX2267477,hg19,n87
28923,SRX2267478,hg19,n87
28924,SRX2267479,hg19,n87
28925,SRX2267480,hg19,pc9
28926,SRX2267481,hg19,pc9
28927,SRX2267482,hg19,pc9
28928,SRX2267483,hg19,pc9
28929,SRX2267484,hg19,pc9
28930,SRX2267485,hg19,pc9
28931,SRX2267486,hg19,rt112
28932,SRX2267487,hg19,rt112
28933,SRX2267488,hg19,rt112
28934,SRX2267489,hg19,rt112
28935,SRX2267490,hg19,a375
28936,SRX2267491,hg19,a549
28937,SRX2267492,hg19,h3122
28938,SRX2267493,hg19,n87
28939,SRX2267494,hg19,pc9
28940,SRX2267495,hg19,rt112
28941,SRX2267496,hg19,a375
28942,SRX2267497,hg19,a549
28943,SRX2267498,hg19,h3122
28944,SRX2267499,hg19,n87
28945,SRX2267500,hg19,pc9
28946,SRX2267501,hg19,rt112
28947,SRX2267502,hg19,a375
28948,SRX2267503,hg19,a375
28949,SRX2267504,hg19,a549
28950,SRX2267505,hg19,a549
28951,SRX2267506,hg19,h3122
28952,SRX2267507,hg19,h3122
28953,SRX2267508,hg19,n87
28954,SRX2267509,hg19,n87
28955,SRX2267510,hg19,pc9
28956,SRX2267511,hg19,pc9
28957,SRX2267512,hg19,rt112
28958,SRX2267513,hg19,rt112
28959,SRX2267948,hg19,hepatoma heparg cells
28960,SRX2267949,hg19,hepatoma heparg cells
28961,SRX2267950,hg19,hepatoma heparg cells
28962,SRX2267951,hg19,hepatoma heparg cells
29046,SRX2283106,hg19,h1
29047,SRX2283107,hg19,h1
29060,SRX2313415,hg19,k562
29061,SRX2313416,hg19,k562
29062,SRX2313417,hg19,k562
29063,SRX2314262,hg19,molt4
29064,SRX2314263,hg19,molt4
29065,SRX2314264,hg19,molt4
29066,SRX2314265,hg19,molt4
29067,SRX2314266,hg19,molt4
29068,SRX2314267,hg19,molt4
29069,SRX2314268,hg19,molt4
29070,SRX2314269,hg19,molt4
29071,SRX2314270,hg19,molt4
29072,SRX2319333,hg19,hela
29073,SRX2319334,hg19,hela
29074,SRX2319335,hg19,hela
29075,SRX2319336,hg19,hela
29076,SRX2319337,hg19,hela
29077,SRX2319338,hg19,hela
29138,SRX2323864,hg19,human embryonic kidney cells
29139,SRX2323865,hg19,human embryonic kidney cells
29140,SRX2323866,hg19,human embryonic kidney cells
29141,SRX2323867,hg19,human embryonic kidney cells
29142,SRX2323886,hg19,human embryonic kidney cells
29143,SRX2323887,hg19,human embryonic kidney cells
29144,SRX2323888,hg19,human embryonic kidney cells
29145,SRX2323889,hg19,human embryonic kidney cells
29146,SRX2323890,hg19,human embryonic kidney cells
29147,SRX2323891,hg19,human embryonic kidney cells
29148,SRX2323892,hg19,human embryonic kidney cells
29149,SRX2323893,hg19,human embryonic kidney cells
29150,SRX2323894,hg19,human embryonic kidney cells
29151,SRX2323895,hg19,human embryonic kidney cells
29152,SRX2323896,hg19,human embryonic kidney cells
29153,SRX2323897,hg19,human embryonic kidney cells
29154,SRX2323906,hg19,b cell precursor leukemia
29155,SRX2323907,hg19,b cell precursor leukemia
29156,SRX2323908,hg19,b cell precursor leukemia
29157,SRX2323909,hg19,b cell precursor leukemia
29158,SRX2323910,hg19,b cell precursor leukemia
29159,SRX2323911,hg19,b cell precursor leukemia
29162,SRX2329160,hg19,h460 cells
29163,SRX2329161,hg19,h460 cells
29165,SRX233545,hg19,h295r adrenocortical tumor cell line
29166,SRX233546,hg19,h295r adrenocortical tumor cell line
29167,SRX233547,hg19,h295r adrenocortical tumor cell line
29168,SRX233548,hg19,h295r adrenocortical tumor cell line
29169,SRX233549,hg19,h295r adrenocortical tumor cell line
29253,SRX2346890,hg19,huvec
29254,SRX2346891,hg19,huvec
29255,SRX2346892,hg19,huvec
29256,SRX2346893,hg19,huvec
29269,SRX235053,hg19,u2os
29270,SRX235054,hg19,u2os
29271,SRX235055,hg19,u2os
29331,SRX235608,hg19,hek293t rad21cv
29332,SRX235609,hg19,hek293t rad21cv
29370,SRX2368878,hg19,bj fibroblast
29371,SRX2368879,hg19,bj fibroblast
29372,SRX2368880,hg19,bj fibroblast
29373,SRX2368881,hg19,bj fibroblast
29374,SRX2368882,hg19,bj fibroblast
29375,SRX2368883,hg19,bj fibroblast
29376,SRX2368884,hg19,bj fibroblast
29377,SRX2368885,hg19,bj fibroblast
29378,SRX2368886,hg19,hepg2
29379,SRX2368887,hg19,hepg2
29380,SRX2368888,hg19,kerct
29381,SRX2368889,hg19,kerct
29382,SRX2368890,hg19,kerct
29385,SRX2368896,hg19,a549
29386,SRX2368897,hg19,a549
29387,SRX2368898,hg19,bj fibroblast
29388,SRX2368899,hg19,bj fibroblast
29389,SRX2368900,hg19,bj fibroblast
29390,SRX2368901,hg19,bj fibroblast
29391,SRX2370571,hg19,sjcrh30
29392,SRX2370572,hg19,sjcrh30
29393,SRX2370573,hg19,induced pluripotent stem cell
29394,SRX2370574,hg19,induced pluripotent stem cell
29398,SRX2370578,hg19,rcc 7860
29399,SRX2370579,hg19,rcc 7860
29402,SRX2370582,hg19,k562
29403,SRX2370583,hg19,k562
29405,SRX2370585,hg19,mg63
29406,SRX2370586,hg19,mg63
29407,SRX2370587,hg19,k562
29414,SRX2370594,hg19,k562
29418,SRX2370598,hg19,k562
29419,SRX2370599,hg19,k562
29420,SRX2370600,hg19,k562
29423,SRX2370603,hg19,hepg2
29424,SRX2370604,hg19,hepg2
29427,SRX2370607,hg19,k562
29428,SRX2370608,hg19,k562
29429,SRX2370609,hg19,k562
29435,SRX2370615,hg19,sw480
29436,SRX2370616,hg19,sw480
29441,SRX2370621,hg19,k562
29442,SRX2370622,hg19,elr
29443,SRX2370623,hg19,elr
29446,SRX2370626,hg19,achn
29447,SRX2370627,hg19,achn
29448,SRX2370628,hg19,g401
29449,SRX2370629,hg19,g401
29450,SRX2370630,hg19,k562
29455,SRX2370635,hg19,a673
29456,SRX2370636,hg19,a673
29457,SRX2370639,hg19,daoy
29458,SRX2370640,hg19,daoy
29465,SRX2370647,hg19,k562
29468,SRX2370653,hg19,k562
29475,SRX2370660,hg19,rko
29476,SRX2370661,hg19,rko
29477,SRX2370665,hg19,k562
29487,SRX2370675,hg19,k562
29492,SRX2370680,hg19,k562
29493,SRX2370681,hg19,caki2
29494,SRX2370682,hg19,caki2
29496,SRX2370684,hg19,k562
29501,SRX2370689,hg19,k562
29502,SRX2370690,hg19,eh
29503,SRX2370691,hg19,eh
29504,SRX2370692,hg19,eh
29505,SRX2370693,hg19,eh
29506,SRX2370694,hg19,lovo
29507,SRX2370695,hg19,lovo
29508,SRX2370696,hg19,k562
29509,SRX2370697,hg19,k562
29511,SRX2370699,hg19,k562
29514,SRX2370702,hg19,k562
29526,SRX2370714,hg19,k562
29527,SRX2370715,hg19,k562
29528,SRX2370716,hg19,rpmi8226
29529,SRX2370717,hg19,rpmi8226
29534,SRX2370722,hg19,sjsa1
29535,SRX2370723,hg19,sjsa1
29536,SRX2370724,hg19,k562
29537,SRX2370725,hg19,k562
29538,SRX2370726,hg19,k562
29539,SRX2370727,hg19,namalwa
29540,SRX2370728,hg19,namalwa
29545,SRX2370736,hg19,sjcrh30
29546,SRX2370743,hg19,k562
29547,SRX2370744,hg19,k562
29550,SRX2370747,hg19,el
29551,SRX2370748,hg19,el
29552,SRX2370749,hg19,el
29572,SRX2370769,hg19,k562
29573,SRX2370770,hg19,h4
29574,SRX2370771,hg19,h4
29581,SRX2370778,hg19,k562
29585,SRX2370782,hg19,k562
29593,SRX2370794,hg19,k562
29594,SRX2370795,hg19,k562
29600,SRX2370803,hg19,k562
29604,SRX2370807,hg19,a172
29605,SRX2370808,hg19,a172
29610,SRX2370813,hg19,k562
29619,SRX2370822,hg19,k562
29621,SRX2370824,hg19,k562
29622,SRX2370825,hg19,k562
29637,SRX2373977,hg19,sw480
29638,SRX2373978,hg19,sw480
29639,SRX2373979,hg19,sw480
29640,SRX2373980,hg19,sw480
29641,SRX2375237,hg19,hues8 hescs
29642,SRX2375355,hg19,molm13
29643,SRX2375356,hg19,molm13
29661,SRX2378750,hg19,u2os
29662,SRX2378751,hg19,u2os
29663,SRX2378752,hg19,u2os
29664,SRX2378753,hg19,u2os
29665,SRX2378754,hg19,u2os
29666,SRX2378755,hg19,u2os
29667,SRX2378756,hg19,u2os
29668,SRX2378757,hg19,u2os
29669,SRX2378758,hg19,u2os
29670,SRX2378759,hg19,u2os
29671,SRX2378760,hg19,u2os
29672,SRX2378761,hg19,u2os
29673,SRX2378770,hg19,u2os
29674,SRX2378771,hg19,u2os
29675,SRX2378772,hg19,u2os
29676,SRX2378773,hg19,u2os
29677,SRX2378807,hg19,a549
29678,SRX2378808,hg19,a549
29679,SRX2378809,hg19,a549
29680,SRX2378810,hg19,a549
29681,SRX2378811,hg19,a549
29682,SRX2378812,hg19,a549
29683,SRX2378813,hg19,a549
29684,SRX2378814,hg19,a549
29685,SRX2378815,hg19,a549
29686,SRX2378816,hg19,a549
29687,SRX2378817,hg19,a549
29688,SRX2378818,hg19,a549
29689,SRX2378819,hg19,a549
29690,SRX2378820,hg19,a549
29691,SRX2378821,hg19,a549
29692,SRX2378822,hg19,a549
29693,SRX2378823,hg19,a549
29694,SRX2378824,hg19,a549
29695,SRX2378825,hg19,a549
29696,SRX2378826,hg19,a549
29697,SRX2378827,hg19,a549
29698,SRX2378828,hg19,a549
29699,SRX2378829,hg19,a549
29700,SRX2378830,hg19,a549
29701,SRX2378831,hg19,a549
29702,SRX2378832,hg19,a549
29703,SRX2379024,hg19,22rv1
29704,SRX2379025,hg19,22rv1
29705,SRX2379026,hg19,22rv1
29706,SRX2379027,hg19,22rv1
29707,SRX2379028,hg19,22rv1
29708,SRX2379029,hg19,22rv1
29709,SRX2379030,hg19,22rv1
29710,SRX2379031,hg19,22rv1
29763,SRX2384341,hg19,cutll1
29764,SRX2384342,hg19,cutll1
29765,SRX2384343,hg19,cutll1
29766,SRX2384344,hg19,p12
29767,SRX2384345,hg19,p12
29768,SRX2384346,hg19,p12
29769,SRX2384347,hg19,cutll1
29770,SRX2384348,hg19,cutll1
29771,SRX2384349,hg19,cutll1
29783,SRX2388776,hg19,h1299
29784,SRX2388777,hg19,h1299
29785,SRX2388778,hg19,h1299
29786,SRX2388779,hg19,h1299
29787,SRX2388780,hg19,h1299
29788,SRX2388781,hg19,h1299
29789,SRX2388782,hg19,h1299
29790,SRX2388783,hg19,h1299
29791,SRX2388784,hg19,h1299
29792,SRX2388785,hg19,h1299
29793,SRX2388786,hg19,h1299
29794,SRX2388787,hg19,h1299
29807,SRX2400568,hg19,u2os
29808,SRX2400569,hg19,u2os
29809,SRX2400570,hg19,u2os
29810,SRX2400571,hg19,u2os
29811,SRX2400572,hg19,u2os
29812,SRX2400573,hg19,u2os
29813,SRX2400574,hg19,u2os
29814,SRX2400575,hg19,u2os
29815,SRX2400576,hg19,u2os
29816,SRX2400577,hg19,u2os
29912,SRX2409741,hg19,a549
29913,SRX2409742,hg19,a549
29914,SRX2409743,hg19,a549
29915,SRX2409744,hg19,a549
29916,SRX2409745,hg19,a549
29917,SRX2409746,hg19,a549
29918,SRX2409747,hg19,a549
29919,SRX2409748,hg19,a549
29920,SRX2409749,hg19,a549
29921,SRX2409750,hg19,a549
29922,SRX2409751,hg19,a549
29923,SRX2409752,hg19,a549
29924,SRX2409753,hg19,a549
29925,SRX2409754,hg19,a549
29926,SRX2409755,hg19,a549
29927,SRX2409756,hg19,a549
29928,SRX2409757,hg19,a549
29929,SRX2409758,hg19,a549
29930,SRX2409759,hg19,a549
29931,SRX2409760,hg19,a549
29932,SRX2409761,hg19,a549
29933,SRX2409762,hg19,a549
29934,SRX2409763,hg19,a549
29935,SRX2409764,hg19,a549
29936,SRX2409765,hg19,a549
29937,SRX2409766,hg19,a549
29938,SRX2409767,hg19,a549
29939,SRX2409768,hg19,a549
29940,SRX2409769,hg19,a549
29941,SRX2409770,hg19,a549
29942,SRX2409771,hg19,a549
29943,SRX2409772,hg19,a549
29944,SRX2409773,hg19,a549
29945,SRX2409775,hg19,a549
29946,SRX2409776,hg19,a549
29947,SRX2409777,hg19,a549
29948,SRX2409778,hg19,a549
29949,SRX2409779,hg19,a549
29950,SRX2409780,hg19,a549
29951,SRX2409781,hg19,a549
29952,SRX2409782,hg19,a549
29953,SRX2409783,hg19,a549
29954,SRX2409784,hg19,a549
29955,SRX2409785,hg19,a549
29956,SRX2409786,hg19,a549
29957,SRX2409787,hg19,a549
29958,SRX2409788,hg19,a549
29959,SRX2409789,hg19,a549
29960,SRX2409790,hg19,a549
29961,SRX2409791,hg19,a549
29962,SRX2409792,hg19,a549
29963,SRX2409796,hg19,a549
29964,SRX2409797,hg19,a549
29965,SRX2409798,hg19,a549
29966,SRX2409799,hg19,a549
29967,SRX2409800,hg19,a549
29968,SRX2409801,hg19,a549
29969,SRX2409806,hg19,a549
29970,SRX2409807,hg19,a549
29971,SRX2409808,hg19,a549
29972,SRX2409809,hg19,a549
29973,SRX2409810,hg19,a549
29974,SRX2409811,hg19,a549
29975,SRX2409812,hg19,a549
29976,SRX2409813,hg19,a549
29977,SRX2409814,hg19,a549
29978,SRX2409815,hg19,a549
29979,SRX2409816,hg19,a549
29980,SRX2409817,hg19,a549
29981,SRX2409818,hg19,a549
29982,SRX2409819,hg19,a549
29983,SRX2409820,hg19,a549
29984,SRX2409821,hg19,a549
29985,SRX2409822,hg19,a549
29986,SRX2409823,hg19,a549
29987,SRX2409824,hg19,a549
29988,SRX2409825,hg19,a549
29989,SRX2409826,hg19,a549
29990,SRX2409827,hg19,a549
29991,SRX2409828,hg19,a549
29992,SRX2409829,hg19,a549
29993,SRX2409830,hg19,a549
29994,SRX2409831,hg19,a549
29995,SRX2409832,hg19,a549
29996,SRX2409833,hg19,a549
29997,SRX2409834,hg19,a549
29998,SRX2409835,hg19,a549
29999,SRX2409836,hg19,a549
30000,SRX2409837,hg19,a549
30001,SRX2409838,hg19,a549
30002,SRX2409839,hg19,a549
30003,SRX2409840,hg19,a549
30004,SRX2409841,hg19,a549
30005,SRX2409842,hg19,a549
30006,SRX2409843,hg19,a549
30007,SRX2409844,hg19,a549
30008,SRX2409845,hg19,a549
30009,SRX2409846,hg19,a549
30010,SRX2409847,hg19,a549
30011,SRX2409848,hg19,a549
30012,SRX2409849,hg19,a549
30013,SRX2409850,hg19,a549
30014,SRX2409851,hg19,a549
30015,SRX2409852,hg19,a549
30016,SRX2409853,hg19,a549
30017,SRX2409854,hg19,a549
30018,SRX2409855,hg19,a549
30019,SRX2409856,hg19,a549
30020,SRX2409857,hg19,a549
30021,SRX2409858,hg19,a549
30022,SRX2409863,hg19,a549
30023,SRX2409864,hg19,a549
30024,SRX2409865,hg19,a549
30025,SRX2409866,hg19,a549
30026,SRX2409867,hg19,a549
30027,SRX2409868,hg19,a549
30028,SRX2409873,hg19,a549
30029,SRX2409874,hg19,a549
30030,SRX2409875,hg19,a549
30031,SRX2409876,hg19,a549
30032,SRX2409877,hg19,a549
30033,SRX2409878,hg19,a549
30034,SRX2409879,hg19,a549
30035,SRX2409880,hg19,a549
30036,SRX2409881,hg19,a549
30037,SRX2409886,hg19,a549
30038,SRX2409887,hg19,a549
30039,SRX2409888,hg19,a549
30040,SRX2409889,hg19,a549
30041,SRX2409890,hg19,a549
30042,SRX2409891,hg19,a549
30043,SRX2409892,hg19,a549
30044,SRX2409893,hg19,a549
30045,SRX2409894,hg19,a549
30046,SRX2409895,hg19,a549
30047,SRX2409896,hg19,a549
30048,SRX2409897,hg19,a549
30049,SRX2409898,hg19,a549
30050,SRX2409899,hg19,a549
30051,SRX2409900,hg19,a549
30052,SRX2409901,hg19,a549
30053,SRX2409902,hg19,a549
30054,SRX2409903,hg19,a549
30055,SRX2409904,hg19,a549
30056,SRX2409905,hg19,a549
30057,SRX2409906,hg19,a549
30058,SRX2409907,hg19,a549
30059,SRX2409908,hg19,a549
30060,SRX2409909,hg19,a549
30061,SRX2409910,hg19,a549
30062,SRX2409911,hg19,a549
30063,SRX2409912,hg19,a549
30064,SRX2409913,hg19,a549
30065,SRX2409914,hg19,a549
30066,SRX2409915,hg19,a549
30067,SRX2409916,hg19,a549
30068,SRX2409917,hg19,a549
30069,SRX2409918,hg19,a549
30070,SRX2409919,hg19,a549
30071,SRX2409920,hg19,a549
30072,SRX2409921,hg19,a549
30073,SRX2409922,hg19,a549
30074,SRX2409923,hg19,a549
30075,SRX2409924,hg19,a549
30076,SRX2409925,hg19,a549
30077,SRX2409926,hg19,a549
30078,SRX2409927,hg19,a549
30079,SRX2409928,hg19,a549
30080,SRX2409929,hg19,a549
30081,SRX2409930,hg19,a549
30082,SRX2409931,hg19,a549
30083,SRX2409932,hg19,a549
30084,SRX2409933,hg19,a549
30085,SRX2409934,hg19,a549
30086,SRX2409935,hg19,a549
30087,SRX2409936,hg19,a549
30088,SRX2409937,hg19,a549
30089,SRX2409938,hg19,a549
30090,SRX2409939,hg19,a549
30091,SRX2409940,hg19,a549
30092,SRX2409941,hg19,a549
30093,SRX2409942,hg19,a549
30094,SRX2409943,hg19,a549
30095,SRX2409944,hg19,a549
30096,SRX2409945,hg19,a549
30097,SRX2409946,hg19,a549
30098,SRX2409947,hg19,a549
30099,SRX2409948,hg19,a549
30100,SRX2409949,hg19,a549
30101,SRX2409950,hg19,a549
30102,SRX2409951,hg19,a549
30103,SRX2409952,hg19,a549
30104,SRX2409953,hg19,a549
30105,SRX2409954,hg19,a549
30106,SRX2409955,hg19,a549
30107,SRX2409956,hg19,a549
30108,SRX2409957,hg19,a549
30109,SRX2409958,hg19,a549
30110,SRX2409959,hg19,a549
30111,SRX2409960,hg19,a549
30112,SRX2409961,hg19,a549
30113,SRX2409962,hg19,a549
30114,SRX2409963,hg19,a549
30115,SRX2409964,hg19,a549
30116,SRX2409965,hg19,a549
30117,SRX2409966,hg19,a549
30118,SRX2409967,hg19,a549
30119,SRX2409968,hg19,a549
30120,SRX2409969,hg19,a549
30121,SRX2409970,hg19,a549
30122,SRX2409971,hg19,a549
30123,SRX2409972,hg19,a549
30124,SRX2409973,hg19,a549
30125,SRX2409974,hg19,a549
30126,SRX2409975,hg19,a549
30127,SRX2409976,hg19,a549
30128,SRX2409977,hg19,a549
30129,SRX2409978,hg19,a549
30130,SRX2409979,hg19,a549
30131,SRX2409980,hg19,a549
30132,SRX2409981,hg19,a549
30133,SRX2409982,hg19,a549
30134,SRX2409983,hg19,a549
30135,SRX2409984,hg19,a549
30136,SRX2409985,hg19,a549
30137,SRX2409986,hg19,a549
30138,SRX2409987,hg19,a549
30139,SRX2409988,hg19,a549
30140,SRX2409989,hg19,a549
30141,SRX2409990,hg19,a549
30142,SRX2409991,hg19,a549
30143,SRX2409992,hg19,a549
30144,SRX2409993,hg19,a549
30145,SRX2409994,hg19,a549
30146,SRX2409995,hg19,a549
30147,SRX2409996,hg19,a549
30148,SRX2409997,hg19,a549
30149,SRX2409998,hg19,a549
30150,SRX2409999,hg19,a549
30151,SRX2410000,hg19,a549
30152,SRX2410001,hg19,a549
30153,SRX2410002,hg19,a549
30154,SRX2410003,hg19,a549
30155,SRX2410004,hg19,a549
30156,SRX2410005,hg19,a549
30157,SRX2410006,hg19,a549
30158,SRX2410007,hg19,a549
30159,SRX2410008,hg19,a549
30160,SRX2410009,hg19,a549
30161,SRX2410010,hg19,a549
30162,SRX2410011,hg19,a549
30163,SRX2410012,hg19,a549
30164,SRX2410013,hg19,a549
30165,SRX2410014,hg19,a549
30166,SRX2410015,hg19,a549
30167,SRX2410016,hg19,a549
30168,SRX2410017,hg19,a549
30169,SRX2410018,hg19,a549
30170,SRX2410019,hg19,a549
30171,SRX2410020,hg19,a549
30172,SRX2410021,hg19,a549
30173,SRX2410026,hg19,a549
30174,SRX2410027,hg19,a549
30175,SRX2410028,hg19,a549
30176,SRX2410029,hg19,a549
30177,SRX2410030,hg19,a549
30178,SRX2410031,hg19,a549
30179,SRX2410032,hg19,a549
30180,SRX2410033,hg19,a549
30181,SRX2410034,hg19,a549
30182,SRX2410035,hg19,a549
30183,SRX2410036,hg19,a549
30184,SRX2410037,hg19,a549
30185,SRX2410038,hg19,a549
30186,SRX2410039,hg19,a549
30187,SRX2410040,hg19,a549
30188,SRX2410041,hg19,a549
30189,SRX2410042,hg19,a549
30190,SRX2410043,hg19,a549
30191,SRX2410044,hg19,a549
30192,SRX2410045,hg19,a549
30193,SRX2410046,hg19,a549
30194,SRX2410047,hg19,a549
30195,SRX2410048,hg19,a549
30196,SRX2410049,hg19,a549
30197,SRX2410050,hg19,a549
30198,SRX2410051,hg19,a549
30199,SRX2410052,hg19,a549
30200,SRX2410053,hg19,a549
30201,SRX2410054,hg19,a549
30202,SRX2410062,hg19,a549
30203,SRX2410063,hg19,a549
30204,SRX2410064,hg19,a549
30205,SRX2410065,hg19,a549
30206,SRX2410066,hg19,a549
30207,SRX2410067,hg19,a549
30208,SRX2410068,hg19,a549
30209,SRX2410069,hg19,a549
30210,SRX2410070,hg19,a549
30211,SRX2410071,hg19,a549
30212,SRX2410072,hg19,a549
30213,SRX2410073,hg19,a549
30214,SRX2410074,hg19,a549
30215,SRX2410075,hg19,a549
30216,SRX2410076,hg19,a549
30217,SRX2410077,hg19,a549
30218,SRX2410078,hg19,a549
30219,SRX2410079,hg19,a549
30220,SRX2410080,hg19,a549
30221,SRX2410081,hg19,a549
30222,SRX2410082,hg19,a549
30223,SRX2410083,hg19,a549
30224,SRX2410084,hg19,a549
30225,SRX2410095,hg19,a549
30226,SRX2410096,hg19,a549
30227,SRX2410097,hg19,a549
30228,SRX2410098,hg19,a549
30229,SRX2410099,hg19,a549
30230,SRX2410100,hg19,a549
30231,SRX2410101,hg19,a549
30232,SRX2410102,hg19,a549
30233,SRX2410103,hg19,a549
30234,SRX2410104,hg19,a549
30235,SRX2410105,hg19,a549
30236,SRX2410106,hg19,a549
30237,SRX2410107,hg19,a549
30238,SRX2410108,hg19,a549
30239,SRX2410109,hg19,a549
30240,SRX2410110,hg19,a549
30241,SRX2410111,hg19,a549
30242,SRX2410112,hg19,a549
30243,SRX2410113,hg19,a549
30244,SRX2410114,hg19,a549
30245,SRX2410115,hg19,a549
30246,SRX2410116,hg19,a549
30247,SRX2410117,hg19,a549
30248,SRX2410120,hg19,a549
30249,SRX2410121,hg19,a549
30250,SRX2410122,hg19,a549
30251,SRX2410123,hg19,a549
30252,SRX2410125,hg19,a549
30253,SRX2410126,hg19,a549
30254,SRX2410127,hg19,a549
30255,SRX2410128,hg19,a549
30256,SRX2410129,hg19,a549
30257,SRX2410130,hg19,a549
30258,SRX2410131,hg19,a549
30259,SRX2410132,hg19,a549
30260,SRX2410133,hg19,a549
30261,SRX2410134,hg19,a549
30262,SRX2410135,hg19,a549
30263,SRX2410136,hg19,a549
30264,SRX2410138,hg19,a549
30265,SRX2410139,hg19,a549
30266,SRX2410140,hg19,a549
30267,SRX2410147,hg19,a549
30268,SRX2410148,hg19,a549
30269,SRX2410149,hg19,a549
30270,SRX2410150,hg19,a549
30271,SRX2410151,hg19,a549
30272,SRX2410152,hg19,a549
30273,SRX2410153,hg19,a549
30274,SRX2410154,hg19,a549
30275,SRX2410155,hg19,a549
30276,SRX2410156,hg19,a549
30277,SRX2410157,hg19,a549
30278,SRX2410158,hg19,a549
30279,SRX2410159,hg19,a549
30280,SRX2410160,hg19,a549
30281,SRX2410161,hg19,a549
30282,SRX2410162,hg19,a549
30283,SRX2410163,hg19,a549
30284,SRX2410168,hg19,a549
30285,SRX2410169,hg19,a549
30286,SRX2410170,hg19,a549
30287,SRX2410171,hg19,a549
30288,SRX2410172,hg19,a549
30289,SRX2410173,hg19,a549
30290,SRX2410174,hg19,a549
30291,SRX2410175,hg19,a549
30292,SRX2410176,hg19,a549
30293,SRX2410177,hg19,a549
30294,SRX2410178,hg19,a549
30295,SRX2410179,hg19,a549
30296,SRX2410180,hg19,a549
30297,SRX2410181,hg19,a549
30298,SRX2410182,hg19,a549
30299,SRX2410183,hg19,a549
30300,SRX2410184,hg19,a549
30301,SRX2410185,hg19,a549
30302,SRX2410186,hg19,a549
30303,SRX2410187,hg19,a549
30304,SRX2410188,hg19,a549
30305,SRX2410189,hg19,a549
30306,SRX2410190,hg19,a549
30307,SRX2410191,hg19,a549
30308,SRX2410192,hg19,a549
30309,SRX2410196,hg19,a549
30310,SRX2410197,hg19,a549
30311,SRX2410198,hg19,a549
30312,SRX2410199,hg19,a549
30313,SRX2410200,hg19,a549
30314,SRX2410201,hg19,a549
30315,SRX2410202,hg19,a549
30316,SRX2410203,hg19,a549
30317,SRX2410204,hg19,a549
30318,SRX2410205,hg19,a549
30319,SRX2410206,hg19,a549
30320,SRX2410207,hg19,a549
30321,SRX2410208,hg19,a549
30322,SRX2410209,hg19,a549
30323,SRX2410210,hg19,a549
30324,SRX2410211,hg19,a549
30325,SRX2410212,hg19,a549
30326,SRX2410213,hg19,a549
30327,SRX2410214,hg19,a549
30328,SRX2410215,hg19,a549
30329,SRX2410216,hg19,a549
30330,SRX2410217,hg19,a549
30331,SRX2410218,hg19,a549
30332,SRX2410219,hg19,a549
30333,SRX2410220,hg19,a549
30334,SRX2410221,hg19,a549
30335,SRX2410222,hg19,a549
30336,SRX2410223,hg19,a549
30337,SRX2410224,hg19,a549
30338,SRX2410225,hg19,a549
30339,SRX2410226,hg19,a549
30340,SRX2410227,hg19,a549
30341,SRX2410228,hg19,a549
30342,SRX2410229,hg19,a549
30343,SRX2410230,hg19,a549
30344,SRX2410231,hg19,a549
30345,SRX2410232,hg19,a549
30346,SRX2410233,hg19,a549
30347,SRX2410234,hg19,a549
30348,SRX2410240,hg19,a549
30349,SRX2410241,hg19,a549
30350,SRX2410242,hg19,a549
30351,SRX2410243,hg19,a549
30352,SRX2410244,hg19,a549
30353,SRX2410245,hg19,a549
30354,SRX2410246,hg19,a549
30355,SRX2410247,hg19,a549
30356,SRX2410248,hg19,a549
30357,SRX2410249,hg19,a549
30358,SRX2410250,hg19,a549
30359,SRX2410251,hg19,a549
30360,SRX2410252,hg19,a549
30361,SRX2410253,hg19,a549
30362,SRX2410254,hg19,a549
30363,SRX2410255,hg19,a549
30364,SRX2410256,hg19,a549
30365,SRX2410257,hg19,a549
30366,SRX2410259,hg19,a549
30367,SRX2410260,hg19,a549
30368,SRX2410261,hg19,a549
30369,SRX2410262,hg19,a549
30370,SRX2410263,hg19,a549
30371,SRX2410264,hg19,a549
30372,SRX2410265,hg19,a549
30373,SRX2410266,hg19,a549
30374,SRX2410267,hg19,a549
30375,SRX2410268,hg19,a549
30376,SRX2410269,hg19,a549
30377,SRX2410270,hg19,a549
30378,SRX2410271,hg19,a549
30379,SRX2410272,hg19,a549
30380,SRX2410273,hg19,a549
30381,SRX2410274,hg19,a549
30382,SRX2410279,hg19,a549
30383,SRX2410280,hg19,a549
30384,SRX2410281,hg19,a549
30385,SRX2410282,hg19,a549
30386,SRX2410283,hg19,a549
30387,SRX2410284,hg19,a549
30388,SRX2410285,hg19,a549
30389,SRX2410286,hg19,a549
30390,SRX2410287,hg19,a549
30391,SRX2410288,hg19,a549
30392,SRX2410289,hg19,a549
30393,SRX2410290,hg19,a549
30394,SRX2410291,hg19,a549
30395,SRX2410292,hg19,a549
30396,SRX2410293,hg19,a549
30397,SRX2410294,hg19,a549
30398,SRX2410295,hg19,a549
30399,SRX2410296,hg19,a549
30400,SRX2410297,hg19,a549
30401,SRX2410298,hg19,a549
30402,SRX2410299,hg19,a549
30403,SRX2410300,hg19,a549
30416,SRX2417120,hg19,hek293t
30417,SRX2417121,hg19,hek293t
30418,SRX2420049,hg19,97l
30419,SRX2420050,hg19,97l
30420,SRX2420051,hg19,97l
30421,SRX2420052,hg19,lm3
